Шифра,Назив,Подручје рада,Школа - МБ,Школа - Назив,Школа - Место,Школа - Општина,Школа - Округ,Укупно места,Трајање,Језик,Тип профила,Специјализован,Спортски,Мин. бодова 1K,Преостало места 1K
BGSGSI3E50S,Сервисер термичких и расхладних уређаја,Електротехника,07002980,"Електротехничка школа ""Стари Град""",Београд (Стари Град),Стари град,Град Београд,15,3,Српски,Редовнo,НЕ,НЕ,45.15,4
BGSGMH4T02S,Дрворезбар,"Култура, уметност и јавно информисање",07003137,"Техничка школа ""Дрво арт""",Београд (Стари Град),Стари град,Град Београд,20,4,Српски,Редовнo,ДА,НЕ,391.14,14
BGSGMH3B16S,Столар,Шумарство и обрада дрвета,07003137,"Техничка школа ""Дрво арт""",Београд (Стари Град),Стари град,Град Београд,30,3,Српски,Редовнo,НЕ,НЕ,41.5,16
BGSGSD3K06S,Трговац,"Трговина, угоститељство и туризам",07061625,Трговачка школа,Београд (Стари Град),Стари град,Град Београд,90,3,Српски,Редовнo,НЕ,НЕ,41.84,41
BGSGSD4K02S,Трговински техничар,"Трговина, угоститељство и туризам",07061625,Трговачка школа,Београд (Стари Град),Стари град,Град Београд,150,4,Српски,Редовнo,НЕ,НЕ,50.43,52
BGCUSC3D36S,Механичар грејне и расхладне технике,Машинство и обрада метала,07009267,Техничка школа ,Београд (Чукарица),Чукарица,Град Београд,30,3,Српски,Редовнo,НЕ,НЕ,43.61,20
BGCUSC4D83S,Техничар за компјутерско управљање (CNC) машина,Машинство и обрада метала,07009267,Техничка школа ,Београд (Чукарица),Чукарица,Град Београд,30,4,Српски,Редовнo,НЕ,НЕ,50.01,5
BGCUSB3A28S,Месар,"Пољопривреда, производња и прерада хране",07009275,Хемијско-прехрамбена технолошка школа,Београд (Чукарица),Чукарица,Град Београд,30,3,Српски,Редовнo,НЕ,НЕ,45.61,23
BGCUSB3A23S,Пекар,"Пољопривреда, производња и прерада хране",07009275,Хемијско-прехрамбена технолошка школа,Београд (Чукарица),Чукарица,Град Београд,30,3,Српски,Редовнo,НЕ,НЕ,40.56,12
BGCUSB4A10S,Прехрамбени техничар,"Пољопривреда, производња и прерада хране",07009275,Хемијско-прехрамбена технолошка школа,Београд (Чукарица),Чукарица,Град Београд,60,4,Српски,Редовнo,НЕ,НЕ,52.22,27
BGCUSB4A12S,Техничар за биотехнологију,"Пољопривреда, производња и прерада хране",07009275,Хемијско-прехрамбена технолошка школа,Београд (Чукарица),Чукарица,Град Београд,30,4,Српски,Редовнo,НЕ,НЕ,52.14,10
BGCUSB3F19S,Израђивач хемијских производа,"Хемија, неметали и графичарство",07009275,Хемијско-прехрамбена технолошка школа,Београд (Чукарица),Чукарица,Град Београд,30,3,Српски,Редовнo,НЕ,НЕ,40.61,25
BGCUSB4F03S,Хемијско - технолошки техничар,"Хемија, неметали и графичарство",07009275,Хемијско-прехрамбена технолошка школа,Београд (Чукарица),Чукарица,Град Београд,30,4,Српски,Редовнo,НЕ,НЕ,51.45,11
ZABOMA4K04S,Хотелијерско - ресторатерски техничар,"Трговина, угоститељство и туризам",07127448,"Средња школа ""Никола Тесла""",Бољевац,Бољевац,Зајечарски управни округ,30,4,Српски,Редовнo,НЕ,НЕ,50.73,13
ZABOMA3D22S,Бравар - заваривач,Машинство и обрада метала,07127448,"Средња школа ""Никола Тесла""",Бољевац,Бољевац,Зајечарски управни округ,15,3,Српски,Редовнo,НЕ,НЕ,42.69,6
